Filename,Sen,Spe,Acc,Pre,MCC,TP,FP,TN,FN
3ta0_aligned_filled.csv,1.0,0.9150943396226415,0.923728813559322,0.5714285714285714,0.7231258889107332,12,9,97,0
3ta2_aligned_filled.csv,0.9230769230769231,0.9238095238095239,0.923728813559322,0.6,0.7067461847751647,12,8,97,1
4usi_aligned_filled.csv,0.9230769230769231,0.9290780141843972,0.9285714285714286,0.5454545454545454,0.6770199884339039,12,10,131,1
4yb7_aligned_filled.csv,1.0,0.9719298245614035,0.9733333333333334,0.6521739130434783,0.796157821595613,15,8,277,0
6mm2_aligned_filled.csv,0.0,0.8977272727272727,0.7596153846153846,0.0,-0.13124359177794215,0,9,79,16
7p50_aligned_filled.csv,0.8461538461538461,0.9243697478991597,0.9166666666666666,0.55,0.6403347771559418,11,9,110,2
7dah_aligned_filled.csv,0.75,0.9965986394557823,0.9838709677419355,0.9230769230769231,0.8240829899657374,12,1,293,4
4ozn_aligned_filled.csv,1.0,0.9318181818181818,0.9370629370629371,0.55,0.7158910531638176,11,9,123,0
7r31_aligned_filled.csv,0.8235294117647058,0.912621359223301,0.9,0.6086956521739131,0.6521688615893033,14,9,94,3
7r2y_aligned_filled.csv,0.9090909090909091,0.9174311926605505,0.9166666666666666,0.5263157894736842,0.6533209359531609,10,9,100,1
7p52_aligned_filled.csv,0.0,0.9191919191919192,0.8125,0.0,-0.1005037815259212,0,8,91,13
3lf0_aligned_filled.csv,0.9090909090909091,0.8932038834951457,0.8947368421052632,0.47619047619047616,0.611079629508267,10,11,92,1
7r2z_aligned_filled.csv,0.8,0.8727272727272727,0.8666666666666667,0.36363636363636365,0.4805194805194805,8,14,96,2
6ntb_aligned_filled.csv,0.8571428571428571,0.9,0.8942307692307693,0.5714285714285714,0.6437458000082613,12,9,81,2
4rx6_aligned_filled.csv,0.7272727272727273,0.9,0.8842975206611571,0.42105263157894735,0.4956466833087079,8,11,99,3
5l9n_aligned_filled.csv,0.0,0.9207920792079208,0.8303571428571429,0.0,-0.09153010899703101,0,8,93,11
4aff_aligned_filled.csv,0.0,0.9230769230769231,0.8275862068965517,0.0,-0.09245003270420485,0,8,96,12
3ncq_aligned_filled.csv,1.0,0.9150943396226415,0.9243697478991597,0.5909090909090909,0.7353486005443064,13,9,97,0
