Filename,Model,Brier Score,Sen,Spe,Acc,Pre,MCC
6h77_chainA.csv,ATPbind,0.009891189797212626,0.8947368421052632,0.9964539007092199,0.9900332225913622,0.9444444444444444,0.9139923293976346
6h77_chainA.csv,ATPseq,0.012621737582627907,0.8947368421052632,0.9929078014184397,0.9867109634551495,0.8947368421052632,0.8876446435237029
3v2u_chainC.csv,ATPbind,0.010866165870844964,0.65,0.9979838709677419,0.9844961240310077,0.9285714285714286,0.7698465282696803
3v2u_chainC.csv,ATPseq,0.01573693034743605,0.55,0.9959677419354839,0.9786821705426356,0.8461538461538461,0.6724610756013287
5bsm_chainA.csv,ATPbind,0.002604921132771698,0.9523809523809523,1.0,0.9981132075471698,1.0,0.9749428387084202
5bsm_chainA.csv,ATPseq,0.0026197974551396223,0.9523809523809523,1.0,0.9981132075471698,1.0,0.9749428387084202
3tux_chainA.csv,ATPbind,0.02033748887175893,0.47368421052631576,1.0,0.9702380952380952,1.0,0.6776418337534423
3tux_chainA.csv,ATPseq,0.02519680829386012,0.42105263157894735,0.9968454258675079,0.9642857142857143,0.8888888888888888,0.5978354348255922
4ff3_chainA.csv,ATPbind,0.011928805661155251,0.0625,1.0,0.9863013698630136,1.0,0.24828019054377531
4ff3_chainA.csv,ATPseq,0.014419733055086759,0.0,0.9990732159406858,0.9844748858447488,0.0,-0.00368163396543133
1z0s_chainA.csv,ATPbind,0.01819975401439357,1.0,0.9915966386554622,0.9919678714859438,0.8461538461538461,0.9159930729167907
1z0s_chainA.csv,ATPseq,0.01932474349440562,0.8181818181818182,0.9831932773109243,0.9759036144578314,0.6923076923076923,0.7402748331970057
8dbj_chainA.csv,ATPbind,0.02092439647834628,0.0,1.0,0.9805825242718447,0.0,0.0
8dbj_chainA.csv,ATPseq,0.026379914550786407,0.0,0.9933993399339934,0.9741100323624595,0.0,-0.01135795440763265
3gqk_chainA.csv,ATPbind,0.038270984327257666,0.75,0.9536423841059603,0.9386503067484663,0.5625,0.6176073124602549
3gqk_chainA.csv,ATPseq,0.05524581457495091,0.08333333333333333,1.0,0.9325153374233128,1.0,0.2787021656165261
1xdn_chainA.csv,ATPbind,0.009280168860591602,0.9333333333333333,0.9919028340080972,0.9885496183206107,0.875,0.897675065818519
1xdn_chainA.csv,ATPseq,0.025966210774637406,0.4,1.0,0.9656488549618321,1.0,0.6212386819894589
1d4x_chainA.csv,ATPbind,0.007731235924032609,0.9047619047619048,1.0,0.9945652173913043,1.0,0.9484603432859974
1d4x_chainA.csv,ATPseq,0.006802693057127717,0.9047619047619048,1.0,0.9945652173913043,1.0,0.9484603432859974
4cta_chainA.csv,ATPbind,0.013552372979170049,0.9375,0.9920634920634921,0.9898477157360406,0.8333333333333334,0.8787286270836334
4cta_chainA.csv,ATPseq,0.01318258860298985,0.8125,0.9920634920634921,0.9847715736040609,0.8125,0.8045634920634921
6d5k_chainC.csv,ATPbind,0.034413502966634826,0.0,0.9827586206896551,0.9606741573033708,0.0,-0.01985166667941861
6d5k_chainC.csv,ATPseq,0.028558641724191012,0.0,1.0,0.9775280898876404,0.0,0.0
7tgk_chainD.csv,ATPbind,0.011084917940313658,0.6521739130434783,1.0,0.9865092748735245,1.0,0.8019646404232815
7tgk_chainD.csv,ATPseq,0.013337516219473862,0.6086956521739131,1.0,0.984822934232715,1.0,0.7741021003237324
3hy2_chainY.csv,ATPbind,0.0791620701027426,0.2,0.967032967032967,0.8910891089108911,0.4,0.22998646241414494
3hy2_chainY.csv,ATPseq,0.09083627169749504,0.0,0.967032967032967,0.8712871287128713,0.0,-0.05799985306722501
2j9c_chainA.csv,ATPbind,0.041917339936136756,0.6153846153846154,1.0,0.9572649572649573,1.0,0.7662610281769212
2j9c_chainA.csv,ATPseq,0.035802437854888895,0.6923076923076923,0.9903846153846154,0.9572649572649573,0.9,0.7673994195716325
1xdp_chainA.csv,ATPbind,0.01001758337827511,0.5384615384615384,0.9985163204747775,0.9898107714701602,0.875,0.6819901822387082
1xdp_chainA.csv,ATPseq,0.011821689632749634,0.23076923076923078,0.9985163204747775,0.9839883551673945,0.75,0.410617982489364
3zcb_chainA.csv,ATPbind,0.012884097634691893,0.8461538461538461,1.0,0.9891891891891892,1.0,0.9145643443061924
3zcb_chainA.csv,ATPseq,0.016104462334967568,0.7692307692307693,1.0,0.9837837837837838,1.0,0.8695078815306714
2py7_chainX.csv,ATPbind,0.010907226538607477,0.7368421052631579,1.0,0.9906542056074766,1.0,0.8542661668985055
2py7_chainX.csv,ATPseq,0.014795892664758878,0.47368421052631576,1.0,0.9813084112149533,1.0,0.6816735342408201
1mb9_chainB.csv,ATPbind,0.006059976513162978,0.8333333333333334,1.0,0.993963782696177,1.0,0.9100256102668935
1mb9_chainB.csv,ATPseq,0.016892742811293764,0.3333333333333333,1.0,0.9758551307847082,1.0,0.5702514303551827
6ksh_chainD.csv,ATPbind,0.019396060174710204,0.3125,0.9978902953586498,0.9755102040816327,0.8333333333333334,0.5016016891628523
6ksh_chainD.csv,ATPseq,0.02613822646902857,0.0625,0.9978902953586498,0.9673469387755103,0.5,0.1683415831001891
3f5m_chainA.csv,ATPbind,0.010941391160831877,0.7058823529411765,1.0,0.9890829694323144,1.0,0.8354453145766717
3f5m_chainA.csv,ATPseq,0.020211428077912662,0.35294117647058826,1.0,0.9759825327510917,1.0,0.5868150475678484
3amt_chainA.csv,ATPbind,0.012666773052362964,0.8181818181818182,1.0,0.9901234567901235,1.0,0.8998472973579283
3amt_chainA.csv,ATPseq,0.01879259466549383,0.5909090909090909,1.0,0.9777777777777777,1.0,0.759830441978068
3dnt_chainA.csv,ATPbind,0.017935971850528396,0.7272727272727273,0.9947780678851175,0.980246913580247,0.8888888888888888,0.7941211135952475
3dnt_chainA.csv,ATPseq,0.03001057671794074,0.3181818181818182,0.9947780678851175,0.9580246913580247,0.7777777777777778,0.48120546919151763
6aaz_chainA.csv,ATPbind,0.0073168972126528295,0.9230769230769231,1.0,0.9962264150943396,1.0,0.9588682900634827
6aaz_chainA.csv,ATPseq,0.01295989289893585,0.6923076923076923,1.0,0.9849056603773585,1.0,0.8255243089185106
3wdl_chainB.csv,ATPbind,0.04545299800733597,0.3333333333333333,0.9744680851063829,0.9288537549407114,0.5,0.37225595698835534
3wdl_chainB.csv,ATPseq,0.04663911223835969,0.05555555555555555,1.0,0.932806324110672,1.0,0.22761318094761882
2aqx_chainB.csv,ATPbind,0.020845773547365855,0.6111111111111112,0.9851301115241635,0.9616724738675958,0.7333333333333333,0.6495376201855316
2aqx_chainB.csv,ATPseq,0.02695538206703136,0.5,0.9888475836431226,0.9581881533101045,0.75,0.5921461302249516
7nsd_chainA.csv,ATPbind,0.1322218332366307,0.0,0.9738562091503268,0.8465909090909091,0.0,-0.05912674548986898
7nsd_chainA.csv,ATPseq,0.11965429126994319,0.0,1.0,0.8693181818181818,0.0,0.0
6h77_aligned_filled.csv,AlphaFold0,,0.9473684210526315,1.0,0.9967845659163987,1.0,0.9716661369686775
3v2u_aligned_filled.csv,AlphaFold0,,0.6,1.0,0.9846153846153847,1.0,0.7684732793678399
5bsm_aligned_filled.csv,AlphaFold0,,0.9523809523809523,1.0,0.9981549815498155,1.0,0.9749648546475135
3tux_aligned_filled.csv,AlphaFold0,,1.0,0.9970501474926253,0.9972067039106145,0.95,0.9732407924650477
4ff3_aligned_filled.csv,AlphaFold0,,0.75,0.9990925589836661,0.9955277280858676,0.9230769230769231,0.829914698733624
1z0s_aligned_filled.csv,AlphaFold0,,0.45454545454545453,0.9700374531835206,0.9496402877697842,0.38461538461538464,0.3920305095862482
8dbj_aligned_filled.csv,AlphaFold0,,0.8333333333333334,0.9967948717948718,0.9937106918238994,0.8333333333333334,0.8301282051282052
3gqk_aligned_filled.csv,AlphaFold0,,1.0,1.0,1.0,1.0,1.0
1xdn_aligned_filled.csv,AlphaFold0,,0.8666666666666667,0.9923664122137404,0.9855595667870036,0.8666666666666667,0.8590330788804071
1d4x_aligned_filled.csv,AlphaFold0,,0.9523809523809523,1.0,0.9973333333333333,1.0,0.9745245964750242
4cta_aligned_filled.csv,AlphaFold0,,0.9375,1.0,0.9974619289340102,1.0,0.9669676236691043
6d5k_aligned_filled.csv,AlphaFold0,,0.0,0.9375,0.9183673469387755,0.0,-0.036860489038724284
7tgk_aligned_filled.csv,AlphaFold0,,0.8260869565217391,1.0,0.9934640522875817,1.0,0.905822665035071
3hy2_aligned_filled.csv,AlphaFold0,,1.0,0.98,0.9818181818181818,0.8333333333333334,0.9036961141150639
2j9c_aligned_filled.csv,AlphaFold0,,0.0,0.9245283018867925,0.8235294117647058,0.0,-0.09401610344484734
1xdp_aligned_filled.csv,AlphaFold0,,0.6923076923076923,0.9940652818991098,0.9883551673944687,0.6923076923076923,0.6863729742068021
3zcb_aligned_filled.csv,AlphaFold0,,0.9230769230769231,0.972972972972973,0.9696969696969697,0.7058823529411765,0.7921838530698031
2py7_aligned_filled.csv,AlphaFold0,,1.0,1.0,1.0,1.0,1.0
1mb9_aligned_filled.csv,AlphaFold0,,1.0,0.997979797979798,0.9980506822612085,0.9473684210526315,0.9723448696087955
1j09_chainA_500GLU Removed.csv,AlphaFold0,,0.7142857142857143,1.0,0.9914529914529915,1.0,0.8414555312695852
6ksh_aligned_filled.csv,AlphaFold0,,0.6875,0.9979919678714859,0.9883268482490273,0.9166666666666666,0.7883780996284593
3f5m_aligned_filled.csv,AlphaFold0,,0.9411764705882353,0.997872340425532,0.9958932238193019,0.9411764705882353,0.9390488110137672
3amt_aligned_filled.csv,AlphaFold0,,0.9545454545454546,0.9952153110047847,0.9931818181818182,0.9130434782608695,0.9299974565230701
3dnt_aligned_filled.csv,AlphaFold0,,0.9090909090909091,0.9976076555023924,0.9931818181818182,0.9523809523809523,0.9269274651738988
6aaz_aligned_filled.csv,AlphaFold0,,1.0,0.9923371647509579,0.9927007299270073,0.8666666666666667,0.927375621193572
3wdl_aligned_filled.csv,AlphaFold0,,0.9444444444444444,1.0,0.9961685823754789,1.0,0.9698318258810666
2aqx_aligned_filled.csv,AlphaFold0,,0.9444444444444444,0.981549815498155,0.9792387543252595,0.7727272727272727,0.843844106308084
7nsd_aligned_filled.csv,AlphaFold0,,0.9565217391304348,0.9942857142857143,0.98989898989899,0.9565217391304348,0.950807453416149
6h77_aligned_filled.csv,NsitePred,0.01722840192926045,0.8947368421052632,0.9794520547945206,0.9742765273311897,0.7391304347826086,0.8000430383543097
3v2u_aligned_filled.csv,NsitePred,0.03676751153846153,0.05,0.992,0.9557692307692308,0.2,0.08276765936580063
5bsm_aligned_filled.csv,NsitePred,0.036284791512915124,0.14285714285714285,0.9731285988483686,0.940959409594096,0.17647058823529413,0.12841891630264857
3tux_aligned_filled.csv,NsitePred,0.04876969273743017,0.0,1.0,0.946927374301676,0.0,0.0
1z0s_aligned_filled.csv,NsitePred,0.023182715827338128,0.9090909090909091,0.9737827715355806,0.9712230215827338,0.5882352941176471,0.7182999383348676
8dbj_aligned_filled.csv,NsitePred,0.019928169811320756,0.0,0.9967948717948718,0.9779874213836478,0.0,-0.007788766729290964
3gqk_aligned_filled.csv,NsitePred,0.005971012269938651,1.0,1.0,1.0,1.0,1.0
1xdn_aligned_filled.csv,NsitePred,0.016194884476534294,0.6,1.0,0.9783393501805054,1.0,0.7658767291014296
1d4x_aligned_filled.csv,NsitePred,0.04233088533333333,0.09523809523809523,0.9689265536723164,0.92,0.15384615384615385,0.0806456857619538
4cta_aligned_filled.csv,NsitePred,0.034810766497461926,0.0625,1.0,0.9619289340101523,1.0,0.24518259280950983
6d5k_aligned_filled.csv,NsitePred,0.02558411224489796,0.0,0.9375,0.9183673469387755,0.0,-0.036860489038724284
7tgk_aligned_filled.csv,NsitePred,0.028979622549019608,0.21739130434782608,0.9796264855687606,0.9509803921568627,0.29411764705882354,0.22800483931508855
3hy2_aligned_filled.csv,NsitePred,0.038498909090909084,0.7,0.99,0.9636363636363636,0.875,0.7638428387783321
2j9c_aligned_filled.csv,NsitePred,0.04738391596638656,0.5384615384615384,0.9622641509433962,0.9159663865546218,0.6363636363636364,0.5392824182880277
1xdp_aligned_filled.csv,NsitePred,0.0024187627365356624,0.9230769230769231,1.0,0.9985443959243085,1.0,0.960056978366077
