Filename,Sen,Spe,Acc,Pre,MCC,TP,FP,TN,FN
6h77_aligned_filled.csv,0.9473684210526315,1.0,0.9967845659163987,1.0,0.9716661369686775,18,0,292,1
3v2u_aligned_filled.csv,0.6,1.0,0.9846153846153847,1.0,0.7684732793678399,12,0,500,8
5bsm_aligned_filled.csv,0.9523809523809523,1.0,0.9981549815498155,1.0,0.9749648546475135,20,0,521,1
3tux_aligned_filled.csv,1.0,0.9970501474926253,0.9972067039106145,0.95,0.9732407924650477,19,1,338,0
4ff3_aligned_filled.csv,0.75,0.9990925589836661,0.9955277280858676,0.9230769230769231,0.829914698733624,12,1,1101,4
1z0s_aligned_filled.csv,0.45454545454545453,0.9700374531835206,0.9496402877697842,0.38461538461538464,0.3920305095862482,5,8,259,6
8dbj_aligned_filled.csv,0.8333333333333334,0.9967948717948718,0.9937106918238994,0.8333333333333334,0.8301282051282052,5,1,311,1
3gqk_aligned_filled.csv,1.0,1.0,1.0,1.0,1.0,12,0,151,0
1xdn_aligned_filled.csv,0.8666666666666667,0.9923664122137404,0.9855595667870036,0.8666666666666667,0.8590330788804071,13,2,260,2
1d4x_aligned_filled.csv,0.9523809523809523,1.0,0.9973333333333333,1.0,0.9745245964750242,20,0,354,1
4cta_aligned_filled.csv,0.9375,1.0,0.9974619289340102,1.0,0.9669676236691043,15,0,378,1
6d5k_aligned_filled.csv,0.0,0.9375,0.9183673469387755,0.0,-0.036860489038724284,0,12,180,4
7tgk_aligned_filled.csv,0.8260869565217391,1.0,0.9934640522875817,1.0,0.905822665035071,19,0,589,4
3hy2_aligned_filled.csv,1.0,0.98,0.9818181818181818,0.8333333333333334,0.9036961141150639,10,2,98,0
2j9c_aligned_filled.csv,0.0,0.9245283018867925,0.8235294117647058,0.0,-0.09401610344484734,0,8,98,13
1xdp_aligned_filled.csv,0.6923076923076923,0.9940652818991098,0.9883551673944687,0.6923076923076923,0.6863729742068021,9,4,670,4
3zcb_aligned_filled.csv,0.9230769230769231,0.972972972972973,0.9696969696969697,0.7058823529411765,0.7921838530698031,12,5,180,1
2py7_aligned_filled.csv,1.0,1.0,1.0,1.0,1.0,19,0,521,0
1mb9_aligned_filled.csv,1.0,0.997979797979798,0.9980506822612085,0.9473684210526315,0.9723448696087955,18,1,494,0
1j09_chainA_500GLU Removed.csv,0.7142857142857143,1.0,0.9914529914529915,1.0,0.8414555312695852,10,0,454,4
6ksh_aligned_filled.csv,0.6875,0.9979919678714859,0.9883268482490273,0.9166666666666666,0.7883780996284593,11,1,497,5
3f5m_aligned_filled.csv,0.9411764705882353,0.997872340425532,0.9958932238193019,0.9411764705882353,0.9390488110137672,16,1,469,1
3amt_aligned_filled.csv,0.9545454545454546,0.9952153110047847,0.9931818181818182,0.9130434782608695,0.9299974565230701,21,2,416,1
3dnt_aligned_filled.csv,0.9090909090909091,0.9976076555023924,0.9931818181818182,0.9523809523809523,0.9269274651738988,20,1,417,2
6aaz_aligned_filled.csv,1.0,0.9923371647509579,0.9927007299270073,0.8666666666666667,0.927375621193572,13,2,259,0
3wdl_aligned_filled.csv,0.9444444444444444,1.0,0.9961685823754789,1.0,0.9698318258810666,17,0,243,1
2aqx_aligned_filled.csv,0.9444444444444444,0.981549815498155,0.9792387543252595,0.7727272727272727,0.843844106308084,17,5,266,1
7nsd_aligned_filled.csv,0.9565217391304348,0.9942857142857143,0.98989898989899,0.9565217391304348,0.950807453416149,22,1,174,1
